date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,age,last_renovation
11-2014,158000.0,3,1.5,990,8925,1.0,0,0,4,1,990,0,53,53
05-2014,379950.0,4,1.75,1970,9389,1.0,0,0,5,1,1140,830,55,55
05-2014,583000.0,4,2.5,2660,4000,2.0,0,0,3,1,2660,0,14,14
12-2014,150000.0,2,1.0,870,5700,1.0,0,0,4,1,870,0,58,58
07-2014,261500.0,3,2.5,1740,6992,2.0,0,0,3,1,1740,0,25,25
10-2014,278000.0,4,2.5,2290,3777,2.0,0,0,3,1,2290,0,11,11
09-2014,555000.0,4,2.75,2170,7140,1.0,0,0,3,1,1290,880,38,38
08-2014,355000.0,3,1.75,2040,8173,1.0,0,0,3,1,1470,570,57,57
09-2014,375000.0,4,1.5,1770,6650,1.0,0,0,3,1,1770,0,57,57
02-2015,686500.0,2,1.75,1390,5025,1.5,0,0,4,1,1390,0,87,87
08-2014,425000.0,2,1.0,1430,13300,1.5,0,0,3,1,1230,200,94,94
03-2015,562500.0,3,2.5,2030,7549,1.0,0,0,3,1,2030,0,27,27
10-2014,345000.0,4,2.5,2390,6976,2.0,0,0,3,1,2390,0,12,12
04-2015,627500.0,4,2.5,2540,11500,1.0,0,0,4,1,1640,900,36,36
05-2015,335000.0,3,2.25,1870,5876,2.0,0,0,3,1,1870,0,29,29
03-2015,350000.0,4,3.0,1780,4228,1.0,0,0,3,1,1780,0,62,62
07-2014,252000.0,3,2.0,1420,6788,2.0,0,0,3,1,1420,0,25,25
11-2014,705000.0,4,2.0,1820,5001,2.0,0,0,3,1,1820,0,68,13
07-2014,498000.0,3,2.0,1620,8400,1.0,0,0,3,1,1180,440,47,47
09-2014,312500.0,2,1.0,870,7227,1.0,0,0,3,1,870,0,67,67
11-2014,260000.0,4,1.75,1830,5375,1.0,0,0,2,1,1060,770,53,53
03-2015,209950.0,3,1.5,2290,9600,1.0,0,0,4,1,2290,0,48,48
02-2015,610000.0,3,1.75,1110,10402,1.0,0,0,4,1,1110,0,48,48
06-2014,500000.0,4,1.0,1440,7100,1.5,0,0,3,1,1440,0,109,109
02-2015,689000.0,4,2.5,2440,11700,1.0,0,0,5,1,1480,960,54,54
11-2014,470000.0,4,2.0,2410,4680,2.0,0,0,3,1,2410,0,41,41
05-2014,640000.0,3,3.0,2270,5175,2.0,0,0,3,1,2130,140,13,13
08-2014,290000.0,4,1.75,2340,7200,1.0,0,0,3,1,1590,750,55,55
12-2014,258500.0,3,2.5,1800,9000,2.0,0,0,3,1,1800,0,32,32
07-2014,1100000.0,4,3.5,2210,7597,1.0,0,0,4,1,1550,660,38,9
09-2014,230000.0,3,1.0,1190,9083,1.0,0,0,3,1,1190,0,60,60
04-2015,252000.0,3,1.5,1400,6865,1.0,0,0,4,1,1400,0,29,29
06-2014,515000.0,3,2.5,2600,4506,2.0,0,0,3,1,2600,0,12,12
06-2014,425000.0,2,1.0,910,4635,1.0,0,0,4,1,910,0,110,110
10-2014,390000.0,2,1.0,860,5160,1.0,0,0,4,1,860,0,106,106
09-2014,561500.0,4,2.25,2310,9800,1.0,0,0,3,1,1780,530,47,47
09-2014,835000.0,5,2.75,2460,7830,1.0,0,0,5,1,1490,970,60,60
02-2015,245000.0,2,1.0,1020,15000,1.5,0,0,3,1,1020,0,82,82
08-2014,475200.0,3,2.5,1670,3980,2.0,0,0,3,1,1670,0,15,15
11-2014,425000.0,2,1.0,790,5024,1.0,0,0,4,1,790,0,74,74
02-2015,218000.0,2,1.5,2010,7755,2.0,0,0,3,1,2010,0,63,63
08-2014,600000.0,4,2.5,2600,6536,2.0,0,0,3,1,2600,0,16,16
04-2015,545000.0,4,2.25,1890,7210,1.0,0,0,3,1,1890,0,48,48
05-2015,460000.0,5,3.0,2008,5050,1.0,0,0,3,1,1216,792,23,23
06-2014,425000.0,2,1.0,880,6413,1.0,0,0,3,1,880,0,65,65
10-2014,455000.0,3,1.75,1700,8360,1.0,0,0,4,1,850,850,60,60
04-2015,313100.0,3,2.0,1730,12821,1.0,0,0,3,1,1730,0,21,21
12-2014,345500.0,4,2.5,2160,9682,2.0,0,0,3,1,2160,0,16,16
01-2015,243000.0,3,1.75,1200,8034,1.0,0,0,5,1,1200,0,40,40
02-2015,325000.0,3,1.5,1320,7560,1.0,0,0,3,1,840,480,32,32
03-2015,130000.0,3,1.0,1100,5100,1.0,0,0,4,1,1100,0,102,102
07-2014,340000.0,3,2.5,2170,9798,2.0,0,0,3,1,2170,0,20,20
12-2014,642860.0,4,2.75,2520,6398,2.0,0,0,3,1,2520,0,1,1
10-2014,747000.0,3,1.75,2560,4800,1.0,0,0,3,1,1280,1280,104,104
07-2014,559950.0,4,2.5,2650,7200,2.0,0,0,3,1,2250,400,36,36
11-2014,577288.0,4,2.75,2870,7200,2.0,0,0,3,1,2870,0,7,7
09-2014,575000.0,2,1.0,1230,2726,1.5,0,0,3,1,880,350,95,95
05-2014,287000.0,3,1.0,1450,6000,1.0,0,0,4,1,1450,0,62,62
04-2015,335000.0,2,1.0,1800,8900,1.0,0,0,3,1,900,900,70,70
01-2015,375000.0,4,2.25,2020,12500,2.0,0,0,2,1,2020,0,49,49
01-2015,325000.0,2,1.0,620,14823,1.0,0,0,3,1,620,0,89,89
01-2015,287000.0,4,2.25,1980,7081,1.0,0,0,3,1,1470,510,38,38
02-2015,320000.0,5,3.0,2970,7000,1.0,0,0,3,1,1810,1160,36,36
08-2014,425000.0,4,2.5,2270,4400,2.0,0,0,3,1,2270,0,9,9
12-2014,135000.0,3,1.0,1520,8450,1.0,0,0,2,1,1120,400,54,54
07-2014,695000.0,3,1.75,2080,5687,1.5,0,0,4,1,2080,0,91,91
12-2014,518000.0,4,1.75,1780,8768,1.0,0,0,4,1,1050,730,64,64
07-2014,335500.0,3,1.0,1370,6780,2.0,0,0,3,1,1370,0,85,85
12-2014,515000.0,3,1.75,1490,12000,1.0,0,0,4,1,1490,0,59,59
05-2014,344500.0,4,2.75,1800,5453,1.0,0,0,3,1,1050,750,13,13
06-2014,470000.0,3,1.5,1760,6723,1.0,0,0,3,1,1160,600,57,57
09-2014,606150.0,4,1.75,1770,9848,1.0,0,0,3,1,1370,400,48,48
11-2014,292000.0,4,2.75,2910,7712,1.0,0,0,3,1,1600,1310,17,17
08-2014,429000.0,3,1.75,2520,5043,1.0,0,0,3,1,1260,1260,58,58
04-2015,425000.0,2,1.0,540,2500,1.0,0,0,3,1,540,0,110,110
02-2015,505000.0,4,2.5,3170,5340,2.0,0,0,3,1,3170,0,15,15
03-2015,544950.0,3,1.75,1830,7371,1.0,0,0,3,1,1830,0,58,58
09-2014,382000.0,3,2.0,1360,4840,1.5,0,0,3,1,1360,0,79,79
04-2015,355000.0,3,1.5,1370,4790,2.0,0,0,4,1,1370,0,33,33
07-2014,410000.0,4,2.5,1700,9000,1.0,0,0,5,1,1700,0,43,43
02-2015,450000.0,4,2.0,1960,5008,1.0,0,0,3,1,980,980,115,27
04-2015,529100.0,2,1.0,1290,6528,1.5,0,0,4,1,1290,0,74,74
02-2015,452500.0,4,2.5,2460,6454,2.0,0,0,3,1,2460,0,9,9
05-2014,245000.0,4,2.0,1580,8000,1.0,0,0,3,1,1040,540,48,48
10-2014,363500.0,4,1.75,2180,9702,1.0,0,0,5,1,1090,1090,53,53
02-2015,510000.0,3,2.75,1950,12630,1.0,0,0,4,1,1230,720,46,46
01-2015,290000.0,4,2.5,2050,9015,2.0,0,0,4,1,2050,0,42,42
03-2015,170000.0,3,1.0,790,6750,1.0,0,0,2,1,790,0,71,71
03-2015,510000.0,2,1.0,1070,5280,1.0,0,0,3,1,1070,0,115,115
09-2014,316000.0,4,2.5,2320,7379,2.0,0,0,3,1,2320,0,28,28
05-2014,690000.0,4,2.5,2670,13463,2.0,0,0,4,1,2670,0,26,26
08-2014,199950.0,2,1.0,700,5200,1.0,0,0,5,1,700,0,63,63
08-2014,207000.0,3,1.0,860,7740,1.0,0,0,3,1,860,0,55,55
04-2015,449950.0,4,2.25,3490,8400,1.5,0,0,4,1,3490,0,39,39
01-2015,537000.0,3,1.75,1550,10050,1.0,0,0,5,1,1550,0,58,58
08-2014,838400.0,4,2.5,2620,9525,2.5,0,0,4,1,2620,0,41,41
09-2014,225000.0,2,1.0,720,4758,1.0,0,0,3,1,720,0,68,68
04-2015,329900.0,3,2.0,1380,5198,1.0,0,0,4,1,1380,0,33,33
04-2015,229950.0,3,1.75,1170,11960,1.0,0,0,4,1,1170,0,46,46
03-2015,500000.0,2,1.0,1630,12059,1.0,0,0,3,1,1270,360,68,68
11-2014,495000.0,3,1.75,1890,6557,1.0,0,0,3,1,1890,0,48,48
06-2014,149500.0,3,1.0,1010,9450,1.0,0,0,4,1,1010,0,56,56
08-2014,726000.0,3,2.5,2040,10033,1.0,0,0,4,1,1420,620,41,41
03-2015,317000.0,3,1.0,1270,8925,1.0,0,0,5,1,1270,0,60,60
02-2015,360000.0,4,3.0,2580,6740,2.0,0,0,3,1,2580,0,16,16
06-2014,570000.0,4,2.5,2290,6738,2.0,0,0,3,1,2290,0,19,19
06-2014,320000.0,4,2.5,3490,5000,2.0,0,0,3,1,3490,0,12,12
03-2015,268000.0,5,2.5,2400,4564,2.0,0,0,3,1,2400,0,11,11
06-2014,191000.0,2,1.0,900,3400,1.0,0,0,5,1,900,0,110,110
08-2014,400000.0,2,1.0,1270,7440,1.0,0,0,4,1,910,360,66,66
07-2014,515000.0,2,1.0,1050,5000,1.0,0,0,5,1,1050,0,108,108
04-2015,610000.0,4,2.5,2950,9010,2.0,0,0,3,1,2950,0,11,11
10-2014,538000.0,2,1.75,1850,3060,1.0,0,0,3,1,1060,790,86,23
06-2014,432000.0,3,2.5,1970,4036,2.0,0,0,4,1,1970,0,12,12
01-2015,335000.0,4,2.25,2400,8592,2.0,0,0,3,1,2400,0,37,37
02-2015,302000.0,5,1.75,2360,8642,1.5,0,0,5,1,2060,300,89,89
08-2014,787500.0,4,1.75,1580,9382,1.0,0,0,3,1,1080,500,52,52
12-2014,420000.0,3,1.0,1790,7055,1.0,0,0,5,1,1520,270,78,78
04-2015,535000.0,3,2.5,1970,6634,2.0,0,0,3,1,1970,0,26,26
06-2014,310000.0,3,2.5,1780,6771,1.0,0,0,3,1,1230,550,25,25
12-2014,760000.0,5,2.0,3920,5250,1.5,0,0,5,1,2560,1360,105,105
09-2014,242500.0,3,1.75,1550,1905,2.0,0,0,3,1,1550,0,10,10
10-2014,235000.0,3,1.0,1270,7153,1.0,0,0,5,1,1270,0,66,66
05-2015,343000.0,2,1.0,1110,9920,1.0,0,0,5,1,700,410,73,73
11-2014,145000.0,2,1.0,800,8125,1.0,0,0,3,1,800,0,51,51
03-2015,599950.0,3,1.0,1680,7910,1.0,0,0,3,1,1680,0,66,66
03-2015,870000.0,4,1.75,2780,11000,1.0,0,0,3,1,1560,1220,51,51
05-2015,323000.0,4,2.75,2000,9083,2.0,0,0,4,1,2000,0,23,23
08-2014,727000.0,4,3.0,3150,9703,2.0,0,0,3,1,3150,0,14,14
04-2015,450000.0,4,1.75,1740,12204,1.0,0,0,3,1,1270,470,54,54
06-2014,229000.0,2,1.0,1190,7408,1.0,0,0,3,1,830,360,74,74
09-2014,930000.0,3,3.25,2950,4446,2.0,0,0,3,1,2450,500,14,14
09-2014,542000.0,3,2.5,1990,15985,1.0,0,0,3,1,1540,450,51,51
09-2014,214000.0,3,1.0,1020,9147,1.0,0,0,4,1,1020,0,115,50
09-2014,718000.0,3,2.5,2070,7200,2.0,0,0,3,1,2070,0,14,14
06-2014,349000.0,3,2.5,1430,1002,3.0,0,0,3,1,1430,0,13,13
05-2015,305000.0,3,2.5,2030,8000,2.0,0,0,3,1,2030,0,18,18
07-2014,498000.0,3,2.5,1620,2640,2.0,0,0,4,1,1620,0,115,22
05-2014,249000.0,3,2.25,1440,7673,1.0,0,0,3,1,940,500,33,33
05-2015,370000.0,2,1.0,910,5525,1.0,0,0,2,1,910,0,105,105
10-2014,725000.0,3,2.0,1550,12262,1.0,0,0,4,1,1550,0,51,51
03-2015,310000.0,4,2.75,2060,8100,1.0,0,0,4,1,1310,750,27,27
10-2014,315000.0,4,2.25,1880,9163,2.0,0,0,3,1,1880,0,34,34
11-2014,435000.0,3,2.0,2360,12744,2.0,0,0,5,1,2360,0,51,51
07-2014,350000.0,3,1.75,1970,10800,1.0,0,0,4,1,1300,670,36,36
09-2014,240000.0,3,1.0,1040,7800,1.0,0,0,3,1,1040,0,67,67
04-2015,410000.0,3,2.25,1420,3750,2.0,0,0,3,1,1420,0,28,28
09-2014,430000.0,4,2.75,2290,5249,2.0,0,0,3,1,2290,0,12,12
08-2014,446000.0,4,2.5,1530,8375,1.0,0,0,3,1,1020,510,41,41
06-2014,240000.0,3,1.5,1360,9760,1.5,0,0,5,1,1360,0,31,31
03-2015,215150.0,3,1.0,920,4770,1.0,0,0,4,1,920,0,46,46
06-2014,385000.0,3,2.0,1590,9912,2.0,0,0,3,1,1590,0,15,15
03-2015,280000.0,3,2.5,1600,6700,2.0,0,0,3,1,1600,0,24,24
05-2015,399950.0,3,2.5,1510,7300,1.0,0,0,3,1,1040,470,41,41
05-2014,132500.0,3,1.0,1080,10500,1.0,0,0,3,1,1080,0,48,48
04-2015,399950.0,2,0.75,1330,2856,1.0,0,0,4,1,930,400,99,99
07-2014,290000.0,2,1.0,850,6800,1.0,0,0,3,1,850,0,67,67
05-2015,860000.0,5,2.25,1960,8592,1.0,0,0,4,1,1290,670,57,57
05-2014,245000.0,4,1.0,1530,7200,1.5,0,0,3,1,1400,130,67,67
12-2014,255000.0,3,1.5,1320,7980,1.0,0,0,3,1,1320,0,59,59
11-2014,310000.0,4,3.0,2320,7200,2.0,0,0,3,1,2320,0,39,39
08-2014,299000.0,3,1.0,960,8100,1.0,0,0,3,1,960,0,60,60
11-2014,575000.0,4,2.5,2040,5508,2.0,0,0,4,1,2040,0,19,19
11-2014,284000.0,3,1.0,1080,8214,1.0,0,0,3,1,1080,0,71,71
04-2015,840000.0,3,1.75,2020,4800,1.0,0,0,4,1,1090,930,89,89
08-2014,442573.0,3,1.75,1780,7567,1.0,0,0,3,1,1290,490,35,35
10-2014,560000.0,3,1.0,1140,7028,1.0,0,0,3,1,1140,0,84,84
05-2014,485000.0,3,2.0,1610,4160,1.0,0,0,4,1,1010,600,98,98
03-2015,472500.0,4,1.75,1440,8536,1.0,0,0,4,1,1440,0,54,54
10-2014,398000.0,3,1.75,1890,16001,1.5,0,0,4,1,1890,0,65,65
02-2015,340000.0,3,2.5,2240,6000,2.0,0,0,3,1,2240,0,12,12
05-2015,380000.0,2,1.0,760,4000,1.5,0,0,3,1,760,0,105,105
09-2014,235000.0,3,1.0,1020,6173,1.0,0,0,3,1,780,240,67,67
10-2014,400000.0,3,1.5,1330,9900,1.0,0,0,3,1,1330,0,59,59
07-2014,582000.0,5,2.5,2780,12335,1.0,0,0,4,1,1590,1190,47,47
12-2014,209000.0,2,1.0,1070,6120,1.0,0,0,3,1,1070,0,53,53
04-2015,335000.0,5,3.0,2660,7700,1.5,0,0,4,1,1670,990,53,53
12-2014,285950.0,2,1.0,710,7120,1.0,0,0,5,1,710,0,73,73
12-2014,312000.0,2,1.0,1160,7500,1.5,0,0,4,1,1160,0,99,99
05-2014,315000.0,3,2.0,1060,5750,1.0,0,0,3,1,1060,0,34,34
03-2015,302200.0,4,1.5,1730,10396,1.0,0,0,3,1,1730,0,51,51
01-2015,374950.0,4,1.75,1660,8160,1.0,0,0,3,1,1660,0,41,41
06-2014,330000.0,3,2.5,2210,7557,2.0,0,0,3,1,2210,0,26,26
10-2014,230000.0,2,1.0,870,7020,1.0,0,0,4,1,570,300,73,73
04-2015,967000.0,4,2.5,3100,7250,2.0,0,0,3,1,3100,0,5,5
07-2014,626000.0,3,1.0,1040,4240,1.0,0,0,4,1,860,180,91,91
07-2014,334009.0,4,2.0,1650,9305,1.0,0,0,4,1,1650,0,55,55
01-2015,429000.0,2,1.0,1010,5000,1.0,0,0,2,1,1010,0,91,91
08-2014,326000.0,5,2.75,2166,6342,2.0,0,0,3,1,2166,0,2,2
06-2014,310000.0,5,3.0,1880,5000,1.0,0,0,3,1,1100,780,18,18
04-2015,525000.0,4,2.0,2260,7680,1.0,0,0,4,1,1130,1130,68,68
04-2015,350000.0,3,2.25,2010,4400,1.5,0,0,3,1,2010,0,29,29
11-2014,226000.0,3,1.0,1520,7200,1.0,0,0,3,1,1030,490,61,61
05-2014,329932.0,3,1.5,1460,5040,1.0,0,0,3,1,1100,360,44,44
01-2015,539000.0,3,1.5,1460,5040,1.0,0,0,3,1,1100,360,44,44
03-2015,275000.0,3,1.75,1650,7700,1.0,0,0,4,1,1650,0,38,38
06-2014,575000.0,4,2.5,2120,9603,2.0,0,0,3,1,2120,0,30,30
01-2015,509000.0,3,2.25,1780,9315,2.0,0,0,3,1,1780,0,19,19
05-2014,290000.0,4,2.5,2000,13300,1.0,0,0,4,1,1200,800,47,47
07-2014,305240.0,3,1.0,1300,9000,1.0,0,0,3,1,1300,0,59,59
07-2014,317000.0,3,2.0,1790,8228,1.0,0,0,3,1,1390,400,35,35
06-2014,430000.0,3,2.0,1910,5040,1.5,0,0,3,1,1910,0,44,44
11-2014,469000.0,3,2.25,2620,10659,1.0,0,0,3,1,1660,960,39,39
07-2014,327200.0,2,2.0,1440,8425,1.0,0,0,4,1,1440,0,73,32
09-2014,360000.0,4,2.5,2340,13445,2.0,0,0,3,1,2340,0,25,25
12-2014,372000.0,4,2.5,2070,8658,2.0,0,0,3,1,2070,0,16,16
03-2015,453000.0,3,1.0,2160,11484,1.5,0,0,4,1,2160,0,47,47
08-2014,275000.0,2,1.75,2090,11317,1.0,0,0,5,1,1090,1000,84,84
07-2014,475000.0,4,2.5,2040,7260,2.0,0,0,4,1,2040,0,52,52
02-2015,310000.0,4,2.75,1950,9720,1.0,0,0,3,1,1400,550,29,29
02-2015,173000.0,4,2.0,1200,8460,1.0,0,0,5,1,1200,0,58,58
07-2014,345000.0,3,2.5,1360,1489,2.0,0,0,3,1,1360,0,8,8
03-2015,436000.0,3,1.5,1500,10200,1.0,0,0,3,1,1300,200,60,60
09-2014,244500.0,2,1.75,1300,14500,1.0,0,0,3,1,650,650,76,76
07-2014,206000.0,3,1.75,1140,9800,1.0,0,0,4,1,1140,0,47,47
04-2015,890000.0,4,2.5,2930,9158,2.0,0,0,3,1,2930,0,10,10
01-2015,329950.0,4,2.25,2140,8874,2.0,0,0,3,1,2140,0,29,29
09-2014,395000.0,4,1.75,1910,8117,1.0,0,0,3,1,1460,450,40,40
09-2014,305000.0,3,1.0,820,5150,1.0,0,0,5,1,820,0,97,97
09-2014,160000.0,3,2.25,1470,8682,1.0,0,0,3,1,1160,310,30,30
02-2015,269000.0,3,2.25,1470,8682,1.0,0,0,3,1,1160,310,30,30
08-2014,169500.0,3,1.0,1060,10023,1.0,0,0,3,1,1060,0,53,53
12-2014,690500.0,4,2.75,3130,8920,2.0,0,0,3,1,3130,0,1,1
12-2014,245560.0,2,1.5,1260,9693,1.0,0,0,3,1,1260,0,58,58
03-2015,345000.0,4,2.75,2200,13498,2.0,0,0,3,1,2200,0,28,28
08-2014,388500.0,3,2.25,1350,944,2.0,0,0,3,1,1050,300,8,8
09-2014,250000.0,3,1.75,1350,8548,1.0,0,0,3,1,1350,0,30,30
02-2015,455500.0,3,1.75,2290,19000,1.0,0,0,4,1,1650,640,42,42
12-2014,672000.0,3,1.0,1220,8573,1.0,0,0,4,1,1220,0,61,61
05-2015,487000.0,3,1.75,1430,12632,1.0,0,0,3,1,1430,0,56,56
08-2014,291375.0,4,2.5,2220,6233,2.0,0,0,3,1,2220,0,14,14
03-2015,225000.0,3,1.0,1490,15850,1.0,0,0,3,1,1490,0,69,69
11-2014,519950.0,5,3.5,2440,10200,2.0,0,0,4,1,2440,0,41,41
08-2014,250000.0,3,2.5,2070,8400,2.0,0,0,4,1,2070,0,25,25
09-2014,614950.0,3,1.0,1500,2400,1.5,0,0,5,1,1500,0,115,115
01-2015,599500.0,4,2.25,2020,10260,2.0,0,0,4,1,2020,0,31,31
05-2015,248500.0,2,1.0,780,10064,1.0,0,0,4,1,780,0,57,57
09-2014,469950.0,5,2.0,1220,4200,1.0,0,0,4,1,1090,130,94,94
04-2015,525000.0,3,1.5,1840,10956,1.0,0,0,4,1,1840,0,45,45
04-2015,310000.0,2,1.0,750,5379,1.0,0,0,3,1,750,0,96,96
10-2014,280000.0,5,2.0,2110,7919,1.0,0,0,3,1,1110,1000,49,49
10-2014,490000.0,3,2.5,3080,7363,2.0,0,0,3,1,3080,0,9,9
12-2014,146000.0,3,1.0,900,4770,1.0,0,0,3,1,900,0,46,6
09-2014,242500.0,3,1.0,940,7380,1.0,0,0,3,1,940,0,56,56
10-2014,324950.0,3,1.0,1040,7288,1.0,0,0,3,1,1040,0,56,56
04-2015,231500.0,2,1.0,1000,7615,1.0,0,0,4,1,1000,0,72,72
05-2014,300000.0,3,2.5,2080,9827,2.0,0,0,3,1,2080,0,26,26
02-2015,350000.0,3,1.0,1050,8583,1.0,0,0,5,1,1050,0,60,60
05-2014,467100.0,3,1.75,1620,8645,1.0,0,0,3,1,1190,430,42,42
04-2015,180000.0,3,1.0,1610,8500,1.5,0,0,3,1,1610,0,56,56
07-2014,749000.0,4,1.5,2130,5000,2.0,0,0,4,1,2130,0,95,95
10-2014,245000.0,3,2.5,1460,11593,2.0,0,0,3,1,1460,0,26,26
08-2014,260000.0,5,1.0,1600,7350,1.0,0,0,5,1,1600,0,53,53
06-2014,490000.0,3,3.0,1730,2940,3.0,0,0,3,1,1730,0,30,30
08-2014,565000.0,4,2.5,2280,4602,2.0,0,0,3,1,2280,0,12,12
08-2014,330000.0,4,2.25,2430,7490,2.0,0,0,3,1,2430,0,32,32
11-2014,295000.0,3,1.0,1380,7575,1.0,0,0,4,1,1380,0,52,52
10-2014,725000.0,3,1.5,1790,6000,1.5,0,0,4,1,1790,0,112,112
08-2014,680000.0,3,2.25,2920,6300,1.0,0,0,3,1,1710,1210,59,59
10-2014,490000.0,2,1.0,2180,9300,1.0,0,0,4,1,1090,1090,68,68
04-2015,635000.0,3,1.75,1480,6985,1.5,0,0,4,1,1200,280,89,89
12-2014,330000.0,4,2.25,2440,8098,2.0,0,0,3,1,2440,0,32,32
03-2015,270000.0,3,2.5,1350,1189,2.0,0,0,3,1,1080,270,8,8
05-2014,340000.0,3,2.25,1970,3716,2.0,0,0,3,1,1970,0,18,18
03-2015,413252.0,3,0.75,1110,3960,1.0,0,0,3,1,1110,0,64,64
02-2015,600000.0,4,2.75,2950,5803,2.0,0,0,3,1,2950,0,8,8
04-2015,726888.0,5,3.0,2970,7261,2.0,0,0,3,1,2970,0,16,16
12-2014,285000.0,2,1.0,720,6400,1.0,0,0,4,1,720,0,72,72
02-2015,365000.0,2,1.0,770,5680,1.0,0,0,4,1,770,0,86,86
03-2015,295000.0,4,2.0,1650,7200,1.0,0,0,3,1,1650,0,51,51
03-2015,460000.0,3,2.25,1620,7350,1.0,0,0,3,1,1170,450,46,46
09-2014,230000.0,3,1.5,1510,10588,1.5,0,0,3,1,1510,0,68,68
05-2014,337000.0,3,1.0,1070,6109,1.0,0,0,5,1,1070,0,64,64
09-2014,300000.0,3,1.0,1010,6300,1.0,0,0,3,1,1010,0,58,58
12-2014,360000.0,4,2.5,2000,5500,2.0,0,0,3,1,2000,0,12,12
03-2015,585000.0,3,2.5,2060,10839,2.0,0,0,3,1,2060,0,28,28
10-2014,182700.0,3,2.25,1740,6650,1.0,0,0,3,1,1240,500,37,37
04-2015,305000.0,3,2.25,1740,6650,1.0,0,0,3,1,1240,500,37,37
05-2014,309950.0,3,2.5,1880,7838,2.0,0,0,3,1,1880,0,21,21
03-2015,550000.0,3,1.0,960,12527,1.0,0,0,3,1,960,0,43,43
10-2014,998500.0,2,1.0,1570,4400,1.5,0,0,4,1,1570,0,101,101
11-2014,644500.0,4,2.5,2990,5342,2.0,0,0,3,1,2990,0,11,11
01-2015,320000.0,3,2.0,1250,8636,1.0,0,0,5,1,1250,0,47,47
10-2014,266950.0,3,2.5,1920,4803,2.0,0,0,3,1,1920,0,10,10
08-2014,395000.0,2,1.0,960,6700,1.0,0,0,3,1,960,0,64,64
03-2015,259250.0,3,1.0,940,5904,1.0,0,0,3,1,940,0,68,68
11-2014,300000.0,3,1.0,1260,5000,1.0,0,0,4,1,1260,0,47,47
08-2014,435000.0,3,2.25,1740,8491,1.0,0,0,3,1,1240,500,57,57
10-2014,500000.0,4,2.75,2630,15000,1.0,0,0,4,1,1690,940,39,39
08-2014,402000.0,4,1.75,2430,5481,1.0,0,0,3,1,1430,1000,62,62
12-2014,174950.0,2,1.0,730,6000,1.0,0,0,3,1,730,0,65,30
05-2014,300000.0,2,1.0,760,3001,1.0,0,0,3,1,760,0,102,102
09-2014,435000.0,3,1.5,1740,6988,1.0,0,0,3,1,1600,140,65,65
06-2014,469000.0,5,2.5,2240,7543,1.0,0,0,3,1,1140,1100,49,49
11-2014,870000.0,4,1.75,1920,3600,2.0,0,0,4,1,1920,0,108,108
06-2014,532000.0,4,1.75,2020,7029,1.0,0,0,4,1,1430,590,36,36
03-2015,455000.0,4,1.5,1880,11400,1.0,0,0,3,1,1280,600,60,60
05-2015,445500.0,2,1.75,1390,6670,1.0,0,0,3,1,720,670,74,74
05-2014,475000.0,3,2.0,1230,11502,1.0,0,0,4,1,1230,0,31,31
02-2015,565000.0,4,1.5,2190,8296,2.0,0,0,3,1,2190,0,80,52
12-2014,375000.0,3,2.5,1670,7740,1.0,0,0,3,1,1130,540,41,41
07-2014,255000.0,3,1.5,1240,8528,1.0,0,0,4,1,1240,0,48,48
04-2015,315000.0,5,1.75,1850,14800,1.5,0,0,3,1,1760,90,78,78
11-2014,496600.0,4,2.25,2020,8400,1.0,0,0,4,1,1350,670,54,54
07-2014,380000.0,3,1.0,1020,4800,1.0,0,0,3,1,1020,0,71,71
08-2014,739000.0,5,2.5,2840,5000,1.0,0,0,4,1,1620,1220,102,102
06-2014,549000.0,4,1.75,1290,3060,2.0,0,0,4,1,1290,0,109,109
06-2014,252000.0,3,2.25,1670,7881,1.0,0,0,4,1,1190,480,38,38
06-2014,735000.0,4,1.75,2460,5100,1.5,0,0,5,1,1450,1010,106,106
07-2014,270000.0,4,2.5,1660,8063,1.0,0,0,4,1,1660,0,37,37
03-2015,469000.0,4,2.5,2240,5624,1.0,0,0,3,1,1520,720,54,54
01-2015,305000.0,4,2.25,2340,5250,2.0,0,0,5,1,2340,0,50,50
07-2014,675000.0,3,1.75,1920,4500,1.0,0,0,5,1,960,960,91,91
12-2014,931000.0,3,2.5,2460,6600,1.5,0,0,4,1,1560,900,86,86
02-2015,385000.0,3,1.0,1470,11398,1.0,0,0,3,1,1470,0,65,65
02-2015,815000.0,3,2.5,3400,12442,2.0,0,0,3,1,3400,0,14,14
03-2015,531000.0,3,2.25,1910,8390,1.0,0,0,3,1,1910,0,36,36
03-2015,386500.0,4,1.0,1400,3600,1.0,0,0,4,1,700,700,114,114
06-2014,475580.0,3,1.75,1520,11085,1.0,0,0,3,1,1520,0,32,32
08-2014,358000.0,2,1.0,930,5077,1.0,0,0,3,1,930,0,76,76
10-2014,677500.0,5,1.0,2340,4730,2.0,0,0,3,1,1810,530,97,97
02-2015,599380.0,3,1.75,1270,7350,1.0,0,0,4,1,1270,0,48,48
04-2015,350000.0,5,1.75,1380,7620,1.0,0,0,3,1,1180,200,60,60
05-2014,875000.0,4,2.0,2520,6000,1.0,0,0,3,1,1400,1120,94,8
03-2015,365000.0,3,2.25,2290,7350,2.0,0,0,3,1,2290,0,27,27
